year,genre,title,movieRating,avg_vote
2005,"Romance, Thriller",Flirting with Anthony,bad,2.3
2005,"Drama, Family",Gypo,good,6.8
2005,Drama,Hard Pill,good,6.4
2005,"Animation, Comedy, Crime",Hoodwinked!,good,6.4
2005,Drama,Laura Smiles,okay,5.8
2005,"Action, Drama, Fantasy",Left Behind III: World at War,okay,4.6
2005,Drama,Melissa P.,okay,4.8
2005,"Drama, Horror, Mystery",Naina,okay,4.3
2005,Drama,"Paradise, Texas",okay,5.7
2005,"Crime, Drama, Thriller",Red Mercury,okay,5.1
2005,Sci-Fi,The Wild Blue Yonder,good,6.2
2005,Drama,Page 3,good,7.3
2005,"Action, Adventure, Fantasy",Desu toransu,okay,5.8
2005,Comedy,Meat Pie,bad,2.1
2005,Animation,Piratas en el Callao,okay,4.1
2005,"Drama, Romance",Les amants réguliers,good,6.9
2005,Drama,J'ai vu tuer Ben Barka,okay,5.8
2005,"Comedy, Crime",Torrente 3: El protector,okay,5.6
2005,"Drama, Thriller",Falscher Bekenner,good,6.3
2005,"Comedy, Crime",Keeping Mum,good,6.8
2005,"Action, Drama, Family",Miracle at Sage Creek,okay,5.5
2005,"Comedy, Family, Music",The Naked Brothers Band: The Movie,okay,3.8
2005,"Drama, Romance",A Sublime Love Story: Barsaat,okay,4.0
2005,"Action, Drama, Thriller",Blackmail,okay,4.1
2005,"Action, Comedy, Drama",Deewane Huye Paagal,okay,5.3
2005,"Drama, Thriller",Fareb,okay,4.3
2005,"Action, Thriller",Karam,okay,5.5
2005,"Drama, Family, Musical",Main Aisa Hi Hoon,okay,4.7
2005,"Action, Adventure, Drama",Tango Charlie,,6.0
2005,"Crime, Drama, Mystery",Jurm,okay,5.5
2005,"Comedy, Drama, History",Geuddae geusaramdeul,good,6.9
2005,Drama,Les invisibles,okay,5.1
2005,Drama,Kong que,good,7.6
2005,"Comedy, Drama, Romance",Krama mig,okay,5.2
2005,"Action, Comedy",Malev,good,7.2
2005,"Comedy, Mystery",Mon petit doigt m'a dit...,okay,5.8
2005,"Crime, Drama, Thriller",Paradise Now,good,7.4
2005,"Comedy, Family, Fantasy",Röövlirahnu Martin,good,6.4
2005,Drama,Sangre,okay,5.9
2005,"Horror, Sci-Fi, Thriller",Somne,okay,4.5
2005,"Comedy, Drama",Stiilipidu,good,6.1
2005,"Comedy, Drama, Musical",Tian bian yi duo yun,good,6.5
2005,"Musical, Drama, Romance",U-Carmen eKhayelitsha,good,6.6
2005,Drama,Automatic,okay,5.6
2005,"Crime, Horror, Thriller",Feed,okay,5.3
2005,"Drama, Comedy",Home,okay,5.1
2005,"Comedy, Romance",Sunnyvale,okay,4.7
2005,Comedy,America 101,okay,5.4
2005,"Comedy, Family",Far til fire gi'r aldrig op,okay,4.4
2005,"Comedy, Drama, Family",Achuvinte Amma,good,6.9
2005,"Horror, Comedy",Death by Engagement,okay,4.0
2005,"Comedy, Musical, Romance",Los 2 lados de la cama,okay,5.5
2005,"Action, Crime, Drama",Mang lung,okay,5.4
2005,"Drama, Romance",Kamataki,good,7.1
2005,"Comedy, Romance",Het schnitzelparadijs,,6.0
2005,"Drama, Fantasy, Mystery",Storm,okay,5.7
2005,"Action, Comedy, Romance",Harb Atalia,good,6.1
2005,Drama,Texas,okay,5.9
2005,"Biography, Drama, History",Che Guevara,okay,5.6
2005,"Horror, Thriller",Cup of My Blood,okay,4.5
2005,"Mystery, Thriller",Domino One,,6.0
2005,Fantasy,Drawing Restraint 9,good,6.5
2005,"Animation, Action, Drama",Gisaku,okay,5.7
2005,"Horror, Sci-Fi, Thriller",Isolation,okay,5.6
2005,"Drama, Romance",Kissing on the Mouth,okay,4.6
2005,Comedy,Mutual Appreciation,good,6.7
2005,"Action, Crime, Thriller",Rh+,bad,2.7
2005,Romance,Elephant Shoes,good,6.6
2005,Action,Fink!,okay,3.6
2005,Drama,En folkefiende,okay,5.2
2005,"Comedy, Drama",Import-eksport,okay,5.5
2005,"Drama, Family",Het paard van Sinterklaas,good,7.0
2005,Drama,The F Word,good,6.5
2005,"Drama, Music, Romance",Keine Lieder über Liebe,good,6.5
2005,"Fantasy, Horror, Mystery","Let Us Go and Burn Her Body; Or, The Devil Done Let",bad,1.7
2005,"Drama, Romance",Sins,okay,4.3
2005,Drama,Stadt als Beute,okay,4.9
2005,"Crime, Drama",Alla luce del sole,good,7.1
2005,"Comedy, Drama, Romance",Bunty Aur Babli,good,6.2
2005,"Action, Comedy, Crime",Kochi Rajavu,okay,5.9
2005,"Drama, Family, War",Zozo,good,6.6
2005,Drama,Een ander zijn geluk,good,6.1
2005,"Biography, Drama, Musical",Camarón,good,6.1
2005,"Biography, Drama, Sport",Maraton,good,7.7
2005,"Drama, Romance",Oechul,good,6.7
2005,"Comedy, Drama",Pasongsong gyerantak,okay,5.8
2005,Horror,Redeu-ai,okay,4.8
2005,"Crime, Mystery, Thriller",Finger Print,okay,4.7
2005,Thriller,Ordinary Man,good,6.4
2005,"Comedy, Romance",American Fusion,okay,5.7
2005,"Comedy, Drama, Romance",Chicken Tikka Masala,okay,5.6
2005,"Comedy, Family, Fantasy",Es ist ein Elch entsprungen,okay,4.8
2005,"Drama, Romance",London,good,6.5
2005,"Action, Thriller",Lost in Plainview,okay,4.2
2005,"Drama, Horror, Thriller",Dominion: Prequel to the Exorcist,okay,5.2
2005,Drama,15 Park Avenue,good,7.1
2005,"Drama, Romance",Dosti: Friends Forever,okay,5.5
2005,"Musical, Drama, Romance",Lucky: No Time for Love,okay,4.7
2005,Comedy,Shaadi No. 1,okay,3.5
2005,"Drama, Romance",Zameer,bad,2.9
2005,"Action, Drama, Thriller",Purple Heart,okay,5.2
2005,Drama,"Dishab babato didam, Aida",okay,5.7
2005,Drama,Bang Bang Orangutang,okay,4.9
2005,"Drama, Horror",P,okay,5.1
2005,Drama,Ryna,good,7.0
2005,"Drama, Romance",Ayya,okay,5.7
2005,"Action, Comedy, Fantasy",Chandramukhi,good,7.0
2005,Thriller,Chehraa,okay,3.8
2005,"Action, Drama, Mystery",Ghajini,good,7.5
2005,Comedy,Ot 180 i vyshe,okay,5.5
2005,"Drama, Romance",Qing ren jie,good,6.8
2005,"Crime, Drama, Romance",Salad-e fasl,okay,5.2
2005,"Drama, Crime",Statskiy sovetnik,good,7.1
2005,Drama,24/7: The Passion of Life,okay,4.3
2005,"Comedy, Fantasy",GamerZ,okay,5.9
2005,Horror,Hostel,okay,5.9
2005,"Drama, Thriller",Love,good,6.5
2005,"Drama, Sci-Fi",Puzzlehead,okay,5.6
2005,"Drama, War",Gilane,good,6.8
2005,Drama,Italyanets,good,7.5
2005,Drama,Odete,okay,5.8
2005,"Comedy, Romance",Je vous trouve très beau,good,6.7
2005,"Comedy, Drama",15 días contigo,good,6.9
2005,"Musical, Drama",Boss'n Up,okay,4.7
2005,"Horror, Mystery",Chakushin ari 2,okay,5.4
2005,Drama,The Derby Stallion,okay,5.6
2005,Horror,Frankenstein vs. the Creature from Blood Cove,okay,3.9
2005,"Drama, Music",The Gospel,okay,4.9
2005,Comedy,A Halfway House Christmas,okay,4.1
2005,"Horror, Thriller",Insecticidal,okay,3.2
2005,"Crime, Drama, Thriller",Chinjeolhan geumjassi,good,7.6
2005,"Action, Fantasy, Horror",The Land of College Prophets,okay,3.3
2005,Drama,Mezon do Himiko,good,7.0
2005,Adventure,Moussaka & Chips,good,7.2
2005,Horror,Aunt Rose,okay,3.8
2005,"Comedy, Drama, Family",Pistvakt,okay,5.3
2005,"Horror, Mystery, Thriller",The Toybox,okay,3.8
2005,"Drama, Thriller",Tryst,okay,4.0
2005,"Drama, Horror, Mystery",Within,bad,2.8
2005,"Action, Crime, Drama",Apaharan,good,7.4
2005,Comedy,Bachke Rehna Re Baba,bad,2.7
2005,Drama,Camping sauvage,okay,5.4
2005,Drama,Hana to hebi 2: Pari/Shizuko,okay,5.7
2005,"Animation, Family, Fantasy",Imaginum,okay,4.6
2005,"Drama, Romance",Kyon Ki...,okay,5.5
2005,"Comedy, Drama, Romance",Maine Pyaar Kyun Kiya,okay,5.5
2005,"Drama, Mystery, Thriller",My Wife's Murder,good,6.2
2005,Comedy,Naisu no mori: The First Contact,good,6.8
2005,"Comedy, Drama, Musical",No Entry,good,6.6
2005,"Drama, History, War",Otoko-tachi no Yamato,good,6.5
2005,"Drama, Fantasy, Romance",Paheli,good,6.5
2005,"Romance, Comedy",Socha Na Tha,good,7.5
2005,"Action, Comedy, Horror",Tôkyô zonbi,,6.0
2005,"Drama, Music",El violín,good,7.7
2005,"Crime, Drama, Mystery",Zeher,okay,5.4
2005,"Comedy, Horror",Actress Apocalypse,okay,5.6
2005,Drama,Kocken,okay,5.7
2005,"Comedy, Drama",Die Viertelliterklasse,good,6.8
2005,"Comedy, Drama",Balkanska braca,okay,5.6
2005,"Crime, Drama",Ah sou,okay,4.6
2005,"Adventure, Comedy, Family",Cheaper by the Dozen 2,okay,5.5
2005,Horror,Jolly Roger: Massacre at Cutter's Cove,okay,3.2
2005,"Comedy, Drama",One Last Thing...,good,6.6
2005,"Action, Adventure, Horror",Pterodactyl,okay,3.1
2005,"Drama, Romance",Race You to the Bottom,okay,5.0
2005,Comedy,Never Been Thawed,,6.0
2005,"Comedy, Horror",Um Lobisomem na Amazônia,okay,4.2
2005,Comedy,La febbre,good,6.4
2005,"Family, Drama",Venner for livet,okay,5.8
2005,"Comedy, Drama, Romance",AV,good,6.8
2005,Romance,Athu Oru Kanaa Kaalam,okay,4.6
2005,"Comedy, Romance",B-hyeong namja chingu,okay,5.7
2005,"Comedy, Romance",Can This Be Love,okay,5.6
2005,"Drama, Romance",Dubai,,6.0
2005,"Comedy, Drama, Romance",Elsa y Fred,good,7.6
2005,Romance,Hau bei tim sum,good,6.5
2005,Comedy,"Jeni, Juno",good,6.4
2005,"Comedy, Drama, Romance",Kidari ajeossi,good,6.4
2005,Comedy,Mongjunggi 2,okay,4.7
2005,"Drama, Family, Romance",Priyasakhi,okay,4.6
2005,"Action, Drama, Mystery",Raam,good,7.8
2005,"Comedy, Drama, Romance",Sachein,good,6.9
2005,"Comedy, Romance, Sport",FC Venus,okay,5.6
2005,"Biography, Drama, War",Dievu miskas,good,7.8
2005,"Horror, Mystery, Thriller",Naboer,good,6.5
2005,"Action, Sci-Fi",Sengoku jieitai 1549,okay,5.1
2005,"Biography, Drama, Family",Valo,okay,5.4
2005,"Drama, Thriller, Crime",Among Brothers,okay,5.6
2005,"Action, Crime, Thriller",Home Invasion,okay,3.2
2005,"Horror, Thriller",Night Fangs,okay,3.6
2005,Drama,Night People,okay,5.4
2005,Horror,Scar,okay,3.3
2005,"Comedy, Drama",7 1/2 Phere: More Than a Wedding,okay,5.4
2005,"Comedy, Romance",Garam Masala,good,6.7
2005,"Drama, Sport",Iqbal,good,8.1
2005,"Comedy, Romance",Kuchh Meetha Ho Jaye,okay,3.4
2005,"Drama, Thriller",Yakeen,okay,5.1
2005,Drama,Fîmeiru,okay,5.8
2005,"Biography, Comedy, Drama",Maha'lai muang rae,good,8.1
2005,Comedy,Sakigake!! Kuromati Kôkô: The Movie,good,6.1
2005,Drama,Antarmahal: Views of the Inner Chamber,good,7.1
2005,"Crime, Drama, Mystery",Chocolate: Deep Dark Secrets,okay,4.8
2005,"Crime, Drama, Thriller",'D',good,6.8
2005,Drama,Maine Gandhi Ko Nahin Mara,good,7.4
2005,Drama,Banyu Biru,good,6.3
2005,"Horror, Thriller",Bloodshed,okay,3.2
2005,"Crime, Drama, Mystery",Bubble,good,6.6
2005,Comedy,Come as You Are,bad,2.7
2005,Drama,Liebes Spiel,good,6.1
2005,"Animation, Drama",Lost and Found,good,6.2
2005,"Adventure, Comedy, Romance",Night of the Dog,good,6.9
2005,"Drama, Musical, Romance",Ru guo · Ai,good,6.8
2005,"Comedy, Crime, Romance",Polly Blue Eyes,okay,5.9
2005,Comedy,Aislados,good,6.5
2005,Comedy,L'anniversaire,okay,5.1
2005,"Crime, Horror, Thriller",H6: Diario de un asesino,okay,4.5
2005,"Drama, Comedy, Action",Han cheng gong lüe,okay,5.6
2005,"Comedy, Horror",Gin gwai 10,okay,4.7
2005,"Animation, Adventure, Fami",Kirikou et les bêtes sauvages,good,6.6
2005,"Action, Crime",Saam cha hau,okay,5.9
2005,Comedy,29th and Gay,okay,5.0
2005,"Action, Thriller",Aaru,okay,5.6
2005,"Horror, Thriller",The Final Patient,okay,4.2
2005,Comedy,In za pûru,good,6.8
2005,Comedy,Kame wa igai to hayaku oyogu,good,6.6
2005,"Romance, Thriller",Kanaa Kanden,good,6.7
2005,Romance,Nuvvostanante Nenoddantana,good,7.7
2005,"Drama, Romance",Semishigure,good,7.1
2005,"Action, Drama",Sivakasi,okay,5.2
2005,"Comedy, Music",The American Ruling Class,good,6.9
2005,"Comedy, Romance",Conventioneers,okay,5.9
2005,"Horror, Thriller",Nightmare,okay,5.1
2005,Horror,Raving Maniacs,okay,3.8
2005,Mystery,The Sobbing Stone,bad,1.4
2005,Comedy,O Coronel e o Lobisomem,okay,5.9
2005,"Comedy, Romance",Densha otoko,good,6.6
2005,"Comedy, Drama",Moartea domnului Lãzãrescu,good,7.9
2005,"Comedy, Drama, Romance",Salaam Namaste,good,6.2
2005,"Crime, Drama, Romance",L'enfant,good,7.5
2005,"Drama, Romance",Hwal,good,7.2
2005,"Comedy, Mystery",Kyaa Kool Hai Hum,good,6.1
2005,Drama,Malas temporadas,good,6.3
2005,"Comedy, Fantasy",Mr Ya Miss,okay,3.6
2005,Thriller,Nazar,okay,4.1
2005,"Horror, Mystery",Rinne,good,6.2
2005,Drama,Qing hong,good,7.0
2005,"Comedy, Drama",Yume no naka e,good,6.4
2005,Romance,About Love,good,6.4
2005,Drama,Bashing,good,6.9
2005,Drama,Kamyu nante shiranai,good,6.9
2005,Drama,Cidade Baixa,good,6.6
2005,"Action, Drama",Dalkomhan insaeng,good,7.6
2005,Comedy,Fin de curso,okay,4.1
2005,Drama,Harrys döttrar,okay,5.9
2005,"Action, Comedy, Crime",Jambok-geunmu,good,6.3
2005,"Drama, Romance",Jo sok,good,6.6
2005,"Action, Drama, Sport",Jumeogi unda,good,7.3
2005,"Romance, Comedy",Mais Uma Vez Amor,okay,5.6
2005,"Action, Crime, Drama",Muzhskoy sezon. Barkhatnaya revolyutsiya,okay,3.2
2005,"Comedy, Drama, Romance",A Máquina,good,7.5
2005,Drama,Sal de Prata,okay,5.2
2005,"Crime, Mystery, Thriller",Shou shen,okay,5.0
2005,"Crime, Thriller, Drama",Um Tiro no Escuro,good,6.3
2005,Comedy,The Hole Story,okay,5.6
2005,"Action, Comedy, Drama",Jai Chiranjeeva,okay,5.8
2005,"Drama, Romance",Play,good,6.4
2005,"Comedy, Drama, Romance",The Reception,okay,5.8
2005,Comedy,Il ritorno del Monnezza,okay,3.7
2005,Drama,Sheng si jie,good,6.5
2005,"Action, Crime",Silent Partner,okay,4.6
2005,"Drama, Western",The Work and the Glory II: American Zion,good,6.6
2005,"Action, Drama, Thriller",Bôkoku no îjisu,okay,5.5
2005,"Comedy, Drama, Family",The Blue Umbrella,good,7.6
2005,"Action, Crime, Drama",Ek Ajnabee,okay,5.2
2005,"Comedy, Romance",Home Delivery: Aapko... Ghar Tak,okay,3.2
2005,Drama,Nishijapon,good,7.1
2005,Drama,Quanto Vale Ou É Por Quilo?,good,7.2
2005,"Drama, Thriller",Thambi,,6.0
2005,Romance,Ullam Ketkumae,good,7.1
2005,Drama,Soldier of God,okay,4.6
2005,Drama,Alice,good,7.4
2005,"Comedy, Drama",La vie avec mon père,good,6.6
2005,"Biography, Drama",Gie,good,7.6
2005,"Crime, Drama",The Great Ecstasy of Robert Carmichael,okay,4.8
2005,"Action, Crime, Drama",Pitbull,good,7.0
2005,Thriller,Thotti Jaya,okay,5.9
2005,"Drama, Romance",Zui hao de shi guang,good,7.0
2005,"Comedy, Drama, War",Kilomètre zéro,good,6.1
2005,"Action, Fantasy",Ashura-jô no hitomi,okay,5.9
2005,"Comedy, Drama, Romance",Lifting de corazón,okay,5.8
2005,"Mystery, Sci-Fi",Pervye na Lune,good,6.8
2005,Drama,Paréntesis,good,6.7
2005,"Adventure, Comedy, Fantasy",Athbhutha Dweepu,okay,5.3
2005,Drama,L'audition,good,7.0
2005,Drama,Eilandgasten,okay,5.8
2005,Comedy,Eminescu versus Eminem,good,6.7
2005,"Action, Drama",Fix Alert,good,6.4
2005,"Biography, Drama, Sport",Maurice Richard,good,7.6
2005,"Drama, Musical",Popsa,good,6.2
2005,"Comedy, Drama",Rappakal,good,7.1
2005,"Action, Drama, Family",Udayon,okay,4.3
2005,"Drama, Music, Romance",Blush,good,7.0
2005,"Comedy, Drama",Crash Test Dummies,good,6.4
2005,"Biography, Drama",The Eyes of Van Gogh,good,6.2
2005,"Horror, Sci-Fi, Thriller",Frankenstein Reborn,okay,3.2
2005,Drama,Kûchû teien,good,7.2
2005,Crime,Oktoberfest,good,6.1
2005,"Comedy, Romance",Opa!,okay,5.9
2005,"Comedy, Horror",Pervert!,okay,4.5
2005,"Adventure, Comedy, Drama",Les états-Unis d'Albert,okay,5.9
2005,"Crime, Drama, Romance",Cherm,good,7.2
2005,Comedy,Cose da pazzi,good,6.5
2005,"Comedy, Crime, Thriller",Ek Khiladi Ek Haseena,okay,5.8
2005,"Drama, Mystery, Thriller",Kal: Yesterday and Tomorrow,good,6.5
2005,Thriller,Il mistero di Lovecraft - Road to L.,okay,5.6
2005,Comedy,Hôrudo appu daun,good,6.6
2005,Drama,Yawarakai seikatsu,good,7.1
2005,Drama,Umoregi,good,6.6
2005,"Comedy, Drama",Whole New Thing,good,6.6
2005,Drama,Rose,good,7.0
2005,"Drama, Music, Sci-Fi",Eri Eri rema sabakutani,good,6.5
2005,Drama,Geuk jang jeon,good,6.9
2005,"Comedy, Drama",Lü cao di,good,6.6
2005,Drama,Unter dem Eis,good,6.8
2005,"Comedy, Drama, Romance",Unmei janai hito,good,7.7
2005,"Action, Drama",15,okay,5.7
2005,"Crime, Drama",7 vírgenes,good,6.3
2005,"Family, Musical",Bølle Bob og Smukke Sally,bad,2.6
2005,"Crime, Drama",The Magician,good,6.7
2005,Horror,The Beast of Bray Road,okay,4.1
2005,Drama,Bloodline,okay,3.3
2005,Drama,Buy It Now,okay,5.4
2005,Drama,Fair Game,bad,2.6
2005,"Comedy, Romance",Hula Gods,okay,5.8
2005,Comedy,Mr. Dungbeetle,okay,5.1
2005,"Horror, Thriller",Penny Dreadful,okay,5.9
2005,"Biography, Crime, Drama",The Last Hangman,good,7.4
2005,Drama,Song of Songs,okay,4.6
2005,"Action, Comedy, Crime",Tiempo de valientes,good,7.6
2005,Drama,Frankie,okay,5.9
2005,"Mystery, Thriller",Hyeol-eui-noo,good,6.7
2005,Drama,Na Verkhney Maslovke,good,7.0
2005,"Horror, Mystery, Thriller",Namgeuk-ilgi,,6.0
2005,"Comedy, Drama, Thriller",Stories of Lost Souls,okay,5.5
2005,"Crime, Drama, Romance",Yeladim Tovim,okay,5.6
2005,Drama,Southbounders,good,6.4
2005,Drama,La mujer de mi hermano,good,6.1
2005,"Action, Thriller",Bharathchandran I.P.S,okay,5.6
2005,"Action, Thriller",Naran,good,7.1
2005,"Mystery, Thriller",Nerariyan CBI,okay,5.8
2005,"Drama, Romance",Be with Me,good,7.0
2005,"Action, Drama",Confessions of a Pit Fighter,okay,4.2
2005,Drama,Le filmeur,good,6.9
2005,"Action, Drama, Sport",Harder They Fall,okay,3.2
2005,Comedy,Le cactus,okay,5.4
2005,Drama,Man Push Cart,good,7.0
2005,"Comedy, Drama",Bednye rodstvenniki,good,6.2
2005,"Comedy, Drama, Music",Daenseo-ui sunjeong,good,6.9
2005,"Comedy, Drama",Gan-keun gajok,okay,5.9
2005,Drama,Kosmos kak predchuvstvie,good,6.8
2005,Drama,Taepungtaeyang,okay,5.8
2005,"Comedy, Romance",Yeonae-sulsa,good,6.2
2005,"Comedy, Romance",Yeonae-ui mokjeok,good,6.4
2005,Drama,Bunker paradise,okay,5.8
2005,Drama,Amatemi,okay,5.9
2005,"Drama, Horror",Dark Places,okay,3.3
2005,Horror,Hallowed,bad,2.9
2005,"Drama, Family",Hoshi ni natta shônen,good,6.7
2005,"Crime, Drama, Thriller",Omiros,good,6.1
2005,"Crime, Drama, Romance",Taga tameni,good,7.0
2005,"Drama, Fantasy",Time of Her Life,okay,3.1
2005,"Comedy, Drama, Romance","What's Up, Scarlet?",okay,5.9
2005,Thriller,Gimî hebun,okay,5.7
2005,"Comedy, Drama",Grenzverkehr,good,6.4
2005,"Comedy, Drama, Sci-Fi",Pyl,good,7.2
2005,Comedy,Weltverbesserungsmaßnahmen,okay,5.8
2005,War,Vremya sobirat kamni,good,6.6
2005,Comedy,Fekete kefe,,6.0
2005,"Drama, Sci-Fi",Hinokio,good,6.5
2005,Drama,L'orizzonte degli eventi,okay,5.9
2005,Drama,Sex hopp & kärlek,okay,5.0
2005,"Animation, Comedy, Drama",Gekijôban XXXHolic Manatsu no yoru no yume,good,7.1
2005,"Comedy, Romance",Zakochany aniol,okay,5.7
2005,"Comedy, Drama, Romance",Almost Normal,okay,5.4
2005,"Comedy, Crime, Drama",Arindhum Ariyamalum,good,7.2
2005,Drama,The Perfect Stranger,good,6.7
2005,"Comedy, Thriller",Hill 16,okay,4.9
2005,Action,Kôshônin: Mashita Masayoshi,good,6.1
2005,"Drama, Horror",Zhai bian,okay,5.2
2005,"Action, Adventure, Drama",Khoht phetchakhaat,okay,4.4
2005,Horror,Shiryôha,okay,4.4
2005,Drama,Bathhouse,okay,5.1
2005,"Drama, Fantasy, Mystery",Buitenspel,okay,5.8
2005,Comedy,Bowser Makes a Movie,okay,3.8
2005,Horror,Crippled Creek,bad,2.6
2005,Thriller,Experiment,okay,5.3
2005,"Crime, Thriller",Hit Me,okay,4.8
2005,"Action, Western",Ride or Die,bad,1.7
2005,"Crime, Drama",Tsotsi,good,7.2
2005,Drama,Aozora no yukue,good,6.4
2005,"Horror, Thriller",Bunhongsin,okay,5.8
2005,Drama,Daiteiden no yoru ni,good,6.8
2005,Drama,Eize Makom Nifla,good,7.0
2005,"Comedy, Drama",Festival,,6.0
2005,"Drama, History, Romance",Haru no yuki,good,6.7
2005,"Crime, Thriller",Hasami otoko,good,6.6
2005,Comedy,Jeuk sing,okay,5.8
2005,"Comedy, Drama, Music",Linda Linda Linda,good,7.5
2005,"Animation, Action, Drama",Kidô senshi Z Gandamu II: Koibito tachi,good,6.4
2005,"Drama, Horror",Noriko no shokutaku,good,7.1
2005,Drama,Sima-ye zani dar doordast,,6.0
2005,"Comedy, Fantasy",Mayonaka no Yaji-san Kita-san,good,6.4
2005,"Action, Comedy, Drama",Qing dian da sheng,okay,4.9
2005,"Action, Crime, Thriller",Izzat,good,6.3
2005,"Adventure, Drama, Mystery",Dreaming Lhasa,good,6.5
2005,Drama,Pavee Lackeen: The Traveller Girl,good,6.2
2005,Drama,A Perfect Day,,6.0
2005,"Drama, Thriller",Spiele Leben,good,6.3
2005,"Adventure, Drama",Buss till Italien,okay,4.7
2005,Comedy,Loukoumades me meli,okay,4.5
2005,Comedy,Troppo belli,bad,2.9
2005,Comedy,Ya ana ya khalty,okay,5.1
2005,"Crime, Fantasy, Horror",Jom kha mung wej,okay,5.5
2005,"Action, Crime, Thriller",Angli: The Movie,okay,3.6
2005,"Fantasy, Musical, Romance",Chung buk ji,okay,4.9
2005,"Drama, Horror, Mystery",Saigo no bansan,okay,5.8
2005,Drama,Onaji tsuki wo miteiru,okay,5.5
2005,Comedy,Xin ji chi bu liao re dou fu,good,6.3
2005,Drama,Yek shab,okay,5.9
2005,Thriller,Zhixi,okay,5.6
2005,"Comedy, Sport",Africa United,good,6.1
2005,Crime,Banyo,okay,3.9
2005,Drama,Brudermord,good,6.7
2005,Drama,Sinema bir mucizedir,okay,5.4
2005,"Action, Comedy, Sci-Fi",Cheon gun,,6.0
2005,"Drama, Romance",Comme un frère,okay,5.6
2005,Drama,Keller - Teenage Wasteland,okay,5.4
2005,Drama,Krisana,good,6.8
2005,"Comedy, Musical, Romance",Neal 'N' Nikki,okay,3.2
2005,"Comedy, Drama",Organize Isler,good,7.4
2005,Drama,Un couple parfait,good,6.7
2005,Drama,Ungu Violet,good,6.3
2005,Drama,Yek teke nan,good,7.0
2005,Horror,Yeogo goedam 4: Moksori,good,6.4
2005,Drama,Love + Hate,good,6.9
2005,Comedy,Dva igraca s klupe,good,7.2
2005,"Action, Drama, Horror",Kamen Raidâ: The First,good,6.3
2005,Comedy,Lopovi prve klase,okay,5.7
2005,"Action, Comedy, Drama",Lung gam wai yi dzi wang mo leung leung,okay,5.2
2005,Comedy,Mama Jack,okay,4.4
2005,"Drama, Thriller",Shinku,good,6.7
2005,Drama,Sto je Iva snimila 21. listopada 2003.,good,6.9
2005,"Comedy, Drama, Romance",Sto je muskarac bez brkova?,good,6.9
2005,Drama,Les états nordiques,good,6.6
2005,"Crime, Drama, Romance",American Visa,good,6.1
2005,"Action, Thriller",Athadu,good,8.3
2005,"Drama, Music, Romance",Nana,good,7.1
2005,Drama,Septyni nematomi zmones,good,6.8
2005,"Drama, Music, Romance",Tyttö sinä olet tähti,good,6.5
2005,Drama,Gisela,good,6.1
2005,Drama,Jazireh ahani,good,7.2
2005,"Mystery, Sci-Fi, Thriller",11:59,okay,5.7
2005,Horror,Infection,okay,4.2
2005,Fantasy,To oneiro tou skylou,good,6.2
2005,"Action, Comedy, Crime",Piano 17,good,6.5
2005,"Drama, Music",Espelho Mágico,good,6.8
2005,Drama,Fyra veckor i juni,okay,5.4
2005,Drama,Koti-ikävä,,6.0
2005,Drama,Scrap Heaven,good,6.9
2005,Horror,The Torturer,okay,3.9
2005,"Comedy, Drama, Romance",Elsk meg i morgen,good,6.2
2005,Drama,O Fatalista,okay,5.4
2005,"Drama, Musical",Johanna,okay,5.6
2005,Drama,Kukumi,good,6.7
2005,Drama,Persona non grata,good,6.6
2005,"Comedy, Drama","Snivaj, zlato moje",good,6.3
2005,"Drama, Horror, Mystery",Happy End.,okay,5.9
2005,Western,Hell to Pay,okay,4.6
2005,"Action, Horror, Sci-Fi",Dead Men Walking,okay,4.1
2005,Horror,Shapeshifter,bad,2.6
2005,"Animation, Action, Drama",Ark,good,6.1
2005,"Drama, Romance, War",...Yahaan,good,7.4
2005,"Mystery, Thriller",Anukokunda Oka Roju,good,8.0
2005,"Drama, Horror, Mystery",Saints-Martyrs-des-Damnés,good,6.2
2005,Comedy,Veninder,okay,3.2
2005,"Comedy, Drama, Fantasy",Angel-A,good,7.1
2005,Drama,En la cama,good,6.2
2005,Drama,I giorni dell'abbandono,okay,5.9
2005,"Drama, Horror, Mystery",The Maid,okay,5.9
2005,"Comedy, Drama",La seconda notte di nozze,good,6.7
2005,Horror,Tomie: Beginning,okay,4.9
2005,Horror,Tomie: Revenge,okay,4.2
2005,"Comedy, Romance",Yam yasothon,good,6.8
2005,"Crime, Drama, Horror",13 Tzameti,good,7.4
2005,"Drama, Romance",Chang hen ge,okay,5.5
2005,"Drama, Fantasy, Romance",Fetching Cody,good,6.7
2005,"Comedy, Horror",Night of the Day of the Dawn of the Son of the Brid,okay,4.2
2005,"Comedy, Drama, Mystery",Baksu-chiltae deonara,good,6.3
2005,"Horror, Mystery",Chello hongmijoo ilga salinsagan,,6.0
2005,"Comedy, Romance",Qian bei bu zui,okay,5.9
2005,Comedy,Desde que amanece apetece,okay,4.0
2005,"Crime, Thriller",Yu-wol-ui il-gi,good,6.4
2005,"Drama, Horror",Gabal,okay,5.5
2005,"Action, Comedy, Mystery",Hyeongsa,okay,5.9
2005,Drama,Shikhar,okay,4.9
2005,"Drama, Family",June R,okay,5.0
2005,Romance,Kono mune ippai no ai wo,good,6.3
