year,genre,title,movieRating,duration,avg_vote
2005,Drama,Stestí,good,102,7.1
2005,"Biography, Drama","The Prize Winner of Defiance, Ohio",good,99,7.3
2005,"Crime, Drama",Sametoví vrazi,okay,137,6.0
2005,Comedy,Shut Up and Shoot Me,good,90,6.2
2005,Comedy,Skrítek,good,90,7.1
2005,"Action, Adventure, Comedy",Zathura: A Space Adventure,good,101,6.1
2005,"Comedy, Romance",El amor - primera parte,good,102,7.0
2005,"Comedy, Drama",The Chumscrubber,good,108,6.9
2005,"Comedy, Drama",Dobro ustimani mrtvaci,good,92,7.0
2005,"Action, Drama, Sci-Fi",Lorelei,okay,128,5.3
2005,Drama,Our Very Own,good,106,6.1
2005,Comedy,Szöke kóla,okay,96,4.1
2005,"Animation, Comedy, Family",Pooh's Heffalump Movie,good,68,6.4
2005,Drama,The Sisters,good,113,6.1
2005,Drama,Le survenant,good,138,6.3
2005,"Animation, Comedy, Drama",Sílení,good,118,7.3
2005,"Adventure, Comedy, Drama",Transamerica,good,103,7.4
2005,"Comedy, Romance",The Truth About Love,okay,100,5.4
2005,"Action, Romance, War",The Second Front,okay,88,4.0
2005,"Adventure, Sci-Fi",War of the Worlds,good,116,6.5
2005,Comedy,Complete Guide to Guys,okay,83,4.2
2005,Comedy,Dirty Deeds,okay,87,5.8
2005,Action,Fugitive Hunter,,88,3.6
2005,Comedy,Kamenák 3,bad,101,2.4
2005,"Drama, Romance",The Mistress of Spices,okay,92,5.5
2005,"Comedy, Drama",Príbehy obycejného sílenství,good,100,7.3
2005,Romance,Kousek nebe,good,88,6.8
2005,"Comedy, Drama",Knetter,good,83,6.6
2005,"Biography, Crime, Drama",Munich,good,164,7.5
2005,"Comedy, Drama, Romance",Voksne mennesker,good,109,7.2
2005,"Comedy, Sport",Bad News Bears,okay,113,5.8
2005,"Drama, Mystery, Thriller",Flightplan,good,98,6.3
2005,"Comedy, War",Guy X,okay,101,5.1
2005,Comedy,Kids in America,okay,91,5.7
2005,Comedy,The Life and Hard Times of Guy Terrifico,good,86,6.6
2005,"Adventure, Comedy, Romance",Love Wrecked,okay,87,4.8
2005,Comedy,Hrubes a Mares jsou kamarádi do deste,okay,108,5.4
2005,"Comedy, Drama, Musical",Marilyn Hotchkiss' Ballroom Dancing & Charm School,good,103,6.6
2005,"Comedy, Drama, Romance",Les poupées russes,good,125,7.0
2005,Drama,Shabd,okay,140,5.2
2005,Romance,Cheong yeon,good,132,6.8
2005,"Drama, Family",Come Away Home,good,102,6.8
2005,Comedy,Espace détente,okay,102,4.6
2005,Horror,Hunting Season,,79,3.5
2005,"Crime, Drama, Music",Hustle & Flow,good,116,7.3
2005,"Adventure, Drama",The King Maker,,92,3.5
2005,"Comedy, Drama",Mi Mejor Enemigo,good,100,7.2
2005,Drama,The Mighty Celt,good,82,6.9
2005,Drama,La noche del hermano,okay,106,5.1
2005,"Comedy, Drama, Romance",On a Clear Day,good,95,6.9
2005,"Drama, Romance",Oublier Cheyenne,good,86,6.3
2005,Drama,La petite Chartreuse,good,90,6.4
2005,Drama,Resurrection: The J.R. Richard Story,good,120,7.3
2005,"Fantasy, Sci-Fi",Sidekick,okay,87,5.4
2005,"Crime, Drama, Romance",Slingshot,okay,90,4.6
2005,"Action, Fantasy, Thriller",Soul Searcher,,98,3.9
2005,"Drama, Fantasy, Horror",Tideland,good,120,6.5
2005,Drama,All the Invisible Children,good,124,7.5
2005,Drama,L'annulaire,good,104,6.2
2005,"Crime, Drama, Romance",Anthony Zimmer,good,89,6.5
2005,"Comedy, Drama",Breakfast on Pluto,good,128,7.2
2005,"Drama, Horror, Mystery",The Dark,okay,93,5.4
2005,"Crime, Drama, Music",De battre mon coeur s'est arrêté,good,108,7.3
2005,Comedy,One Day in Europe,good,95,6.5
2005,"Action, Comedy, Horror",Return of the Living Dead: Necropolis,,88,3.3
2005,"Comedy, Horror, Sci-Fi",Return of the Living Dead: Rave to the Grave,,86,3.3
2005,"Comedy, Drama, Mystery",Broken Flowers,good,106,7.2
2005,"Comedy, Romance",Winners and Losers,okay,85,4.1
2005,"Drama, Romance",WTC View,okay,104,6.0
2005,"Biography, Drama, Sport",The World's Fastest Indian,good,127,7.8
2005,Comedy,Tout pour plaire,okay,105,6.0
2005,"Drama, Thriller",Being Cyrus,good,90,7.2
2005,"Sci-Fi, Thriller",Animal,okay,103,5.0
2005,Comedy,L'antidote,okay,107,5.2
2005,"Action, Comedy",Brutal Incasso,,87,3.6
2005,Comedy,Brice de Nice,okay,98,5.1
2005,Drama,Desolation Sound,okay,101,5.3
2005,"Comedy, Family, Romance",Little Manhattan,good,84,7.5
2005,"Comedy, Drama, Music",Mrs Henderson Presents,good,103,7.0
2005,"Drama, Fantasy, Mystery",Puritan,okay,94,5.9
2005,Thriller,Jug jugoistok,okay,87,5.3
2005,Drama,Sulanga Enu Pinisa,good,108,6.2
2005,Drama,The Unseen,good,99,6.6
2005,"Comedy, Drama",Wassup Rockers,okay,111,6.0
2005,"Comedy, Drama",Les yeux clairs,good,87,6.8
2005,"Comedy, Romance",Cake,okay,94,4.9
2005,"Drama, Family, Fantasy",A porcelánbaba,okay,75,5.9
2005,"Horror, Thriller",Intermedio,bad,85,2.7
2005,Drama,Kinamand,good,88,7.0
2005,"Crime, Drama, Thriller",Off Screen,good,94,6.7
2005,Drama,The War Within,good,90,6.8
2005,"Drama, Romance",Pride & Prejudice,good,129,7.8
2005,Comedy,7 días,good,95,6.7
2005,Drama,Amu,good,102,7.4
2005,"Drama, Comedy",37 og et halvt,okay,101,4.7
2005,"Mystery, Thriller",La boîte noire,okay,90,5.9
2005,"Crime, Drama, Thriller",The Quiet,good,96,6.3
2005,"Drama, Mystery, Thriller",Vinterkyss,good,84,6.4
2005,"Drama, Romance",Marock,good,105,6.1
2005,"Horror, Mystery, Thriller",Mortuary,okay,94,4.0
2005,Drama,Red Doors,good,90,6.4
2005,Drama,Beed-e majnoon,good,96,7.4
2005,"Action, Drama, Sport",Boy s tenyu,okay,132,5.9
2005,"Comedy, Fantasy, Horror",Boy Eats Girl,okay,80,5.0
2005,Comedy,The Trouble with Dee Dee,good,81,6.5
2005,"Action, Crime, Drama",Dus,okay,152,5.5
2005,Comedy,Fool's Gold,good,90,6.4
2005,"Crime, Drama, Mystery",Hate Crime,good,103,6.3
2005,Drama,Heart of the Beholder,okay,106,5.9
2005,"Adventure, Comedy, Crime",Hirsiz Var!,okay,96,4.3
2005,"Drama, Romance",Greener Mountains,okay,89,5.1
2005,"Adventure, Horror, Mystery",Kaal,okay,126,4.6
2005,"Drama, Mystery, Thriller",Lemming,good,129,6.7
2005,"Comedy, Drama",Me and You and Everyone We Know,good,91,7.3
2005,"Action, Adventure, Crime",River's End,okay,90,5.3
2005,Drama,Para que no me olvides,good,100,7.0
2005,"Crime, Drama, Thriller",Pobeg,okay,110,5.7
2005,Comedy,"Semen, una historia de amor",okay,89,5.5
2005,"Horror, Thriller",Wolf Creek,good,99,6.2
2005,"Drama, Romance, Thriller",Match Point,good,124,7.6
2005,"Comedy, Adventure, Romance",Akoibon,okay,95,4.7
2005,Drama,American Gun,good,95,6.1
2005,"Comedy, Drama, Romance",Crazylove,good,95,6.1
2005,"Action, Drama, Sport",Dishdogz,okay,90,5.3
2005,"Action, Thriller",Elaan,okay,159,4.4
2005,"Action, Adventure, Comedy",Glass Trap,bad,90,2.9
2005,Comedy,The Kid & I,okay,93,5.3
2005,Thriller,Lethal Eviction,okay,97,4.3
2005,"Comedy, Romance",Must Love Dogs,okay,98,5.9
2005,"Romance, Drama",Les mots bleus,good,114,6.5
2005,"Drama, Mystery",Room,okay,75,4.5
2005,Drama,Le temps qui reste,good,81,7.1
2005,"Drama, Sport, Thriller",Two for the Money,good,122,6.3
2005,Drama,12 and Holding,good,94,7.5
2005,"Action, Drama, History",9 rota,good,139,7.1
2005,"Drama, Fantasy, Mystery",L'avion,okay,100,5.7
2005,Comedy,Checking Out,okay,94,5.9
2005,"Drama, Thriller",Confession,okay,90,5.7
2005,"Comedy, Drama, Romance",Factotum,good,94,6.6
2005,Horror,Forest of the Damned,bad,95,2.7
2005,"Comedy, Drama",Hank Williams First Nation,okay,92,6.0
2005,"Horror, Mystery, Sci-Fi",Headspace,okay,89,4.6
2005,"Comedy, Romance",Her Minor Thing,okay,91,5.2
2005,"Action, Sci-Fi",Kampfansage - Der letzte Schüler,okay,102,5.1
2005,"Comedy, Crime, Drama",Little Athens,okay,103,5.5
2005,"Comedy, Drama, Romance",Ma quando arrivano le ragazze?,good,106,6.6
2005,"Comedy, Drama, Romance",Manuale d'amore,good,116,6.4
2005,"Action, Drama, Fantasy",Wu ji,okay,121,5.6
2005,"Drama, Fantasy, Mystery",Neverwas,good,103,6.6
2005,"Adventure, Drama",Quando sei nato non puoi più nasconderti,good,115,6.7
2005,"Crime, Drama",Romanzo criminale,good,152,7.2
2005,"Comedy, Drama",Tickets,good,109,7.0
2005,"Comedy, Horror",TrashHouse,bad,82,2.5
2005,"Comedy, Family, Sport",Die Wilden Kerle 2,okay,95,4.2
2005,"Drama, Thriller",Wish You Were Here,okay,83,4.9
2005,"Comedy, Crime, Drama",Adams æbler,good,94,7.8
2005,"Drama, Romance",Un año sin amor,good,102,6.2
2005,Comedy,Beverly Kills,,87,3.8
2005,Horror,Death Tunnel,bad,97,2.7
2005,"Drama, Family, Sport",Dreamer: Inspired by a True Story,good,106,6.8
2005,"Action, Biography, Drama",Jarhead,good,125,7.0
2005,"Comedy, Drama",Junebug,good,106,6.9
2005,"Horror, Sci-Fi, Thriller",Land of the Dead,good,93,6.2
2005,"Drama, Romance",Lie with Me,okay,93,5.3
2005,"Drama, History, War",La maison de Nina,okay,112,6.0
2005,Comedy,Matrimonium,okay,88,4.8
2005,"Action, Comedy",Max und Moritz Reloaded,bad,87,2.5
2005,Comedy,Mi nismo andjeli 2,good,89,6.1
2005,Comedy,Partner(s),okay,91,5.7
2005,"Horror, Thriller",Spirit Trap,okay,91,4.5
2005,"Comedy, Drama, Romance",La tigre e la neve,good,114,7.1
2005,"Comedy, Drama",Wah-Wah,good,120,6.8
2005,"Adventure, Crime, Drama",The Three Burials of Melquiades Estrada,good,121,7.4
2005,"Comedy, Romance",Abo Ali,good,120,6.4
2005,Drama,Chromophobia,good,136,6.1
2005,"Comedy, Horror, Thriller",Cruel World,,88,3.9
2005,Drama,Dans tes rêves,okay,102,4.3
2005,"Action, Adventure, Fantasy",Doom,okay,105,5.2
2005,Drama,Eighteen,good,106,6.3
2005,Drama,Gespenster,good,85,6.8
2005,"Thriller, Mystery",Graves End,good,90,8.9
2005,"Crime, Drama",Kim Novak badade aldrig i Genesarets sjö,good,95,6.5
2005,"Drama, Romance",Living 'til the End,good,87,6.6
2005,"Drama, Sport",My Brother... Nikhil,good,120,7.3
2005,Drama,Nine Lives,good,115,6.7
2005,Drama,Ronda nocturna,good,81,6.1
2005,"Drama, Romance",Unkenrufe,okay,98,5.7
2005,"Drama, Family",Viruddh... Family Comes First,good,132,7.1
2005,Comedy,Idole instantanée,okay,95,5.5
2005,"Crime, Drama, Thriller",El aura,good,134,7.2
2005,"Comedy, Drama, Romance",Combien tu m'aimes?,okay,95,5.7
2005,Drama,Di buen día a papá,good,107,6.3
2005,"Drama, Thriller",A Little Trip to Heaven,okay,98,6.0
2005,Drama,Sauf le respect que je vous dois,good,90,6.2
2005,Drama,Schläfer,good,99,6.3
2005,Drama,La guerra di Mario,good,100,6.6
2005,"Drama, History, War",Shooting Dogs,good,115,7.7
2005,"Drama, Comedy",Turning Green,okay,85,5.6
2005,"Comedy, Crime, Thriller",Zhmurki,good,111,7.2
2005,Horror,The Witch's Sabbath,,85,3.2
2005,"Action, Biography, Crime",Domino,okay,127,5.9
2005,"Drama, Romance",Kontakt,good,120,7.0
2005,"Comedy, Romance",Zerophilia,good,90,6.1
2005,Drama,Kombat Sechzehn,good,96,6.1
2005,"Comedy, Drama",Mrs. Palfrey at the Claremont,good,108,7.6
2005,"Crime, Drama, Western",The Proposition,good,104,7.4
2005,"Action, Mystery, Thriller",Red Eye,good,85,6.4
2005,Drama,Steal Me,okay,95,5.8
2005,"Comedy, Musical",20 centímetros,good,112,6.6
2005,"Drama, Thriller",Anlat Istanbul,good,99,7.4
2005,"Comedy, Music",El calentito,okay,90,5.8
2005,"Crime, Drama, Mystery",Carambole,okay,102,6.0
2005,"Adventure, Action",Les chevaliers du ciel,okay,102,5.8
2005,"Horror, Action, Sci-Fi",Choker,bad,93,2.6
2005,"Comedy, Drama, Romance",Imagine Me & You,good,90,6.8
2005,"Comedy, Drama",Como un avión estrellado,good,80,6.7
2005,"Comedy, Crime, Drama",Le couperet,good,117,7.4
2005,Horror,Curandero,okay,92,4.9
2005,Drama,La ravisseuse,okay,90,6.0
2005,"Comedy, Drama, Romance",Diary of a Mad Black Woman,okay,116,5.7
2005,Drama,Douches froides,good,102,6.1
2005,"Horror, Mystery, Thriller",Frágiles,good,101,6.1
2005,Drama,A Simple Curve,good,92,6.6
2005,Drama,Iki Genç Kiz,okay,107,5.4
2005,Drama,Diep,good,90,6.3
2005,"Crime, Drama, Mystery",Mallaki Iskandariya,good,95,7.0
2005,"Fantasy, Horror",Ranpo jigoku,good,134,6.3
2005,Drama,Restart,okay,85,5.9
2005,"Comedy, Romance",Southern Belles,okay,90,5.6
2005,"Drama, Romance, Thriller",This Revolution,okay,95,5.5
2005,"Comedy, Drama, Music",Tjenare kungen,okay,94,6.0
2005,Comedy,A Cock and Bull Story,good,94,6.7
2005,"Comedy, Drama","L'un reste, l'autre part",okay,109,5.7
2005,Drama,Waterborne,okay,80,5.5
2005,"Action, Horror, Thriller",Way of the Vampire,bad,82,1.9
2005,"Crime, Comedy, Romance",L'amour aux trousses,okay,93,4.8
2005,"Romance, Drama, Comedy",Au suivant!,okay,90,4.4
2005,Comedy,Boudu,okay,104,5.3
2005,Comedy,Zim and Co.,good,88,6.6
2005,"Comedy, Drama, Romance",David & Layla,okay,106,5.4
2005,"Drama, Thriller",Hard Candy,good,104,7.1
2005,"Drama, History, Music",Joyeux Noël,good,116,7.7
2005,"Comedy, Romance",The Mostly Unfabulous Social Life of Ethan Green,good,88,6.2
2005,Comedy,NVA,okay,98,5.7
2005,Comedy,Palais royal!,okay,110,5.5
2005,"Action, Adventure, Comedy",The Adventures of Sharkboy and Lavagirl 3-D,,93,3.5
2005,"Drama, Romance, Sci-Fi",Allegro,good,88,6.6
2005,"Drama, Romance",Ayin karanlik yüzü,,100,3.4
2005,"Drama, Mystery, Thriller",Between,okay,79,4.2
2005,"Animation, Comedy, Sci-Fi",Disaster!,okay,83,5.0
2005,Drama,Dommeren,okay,89,5.4
2005,Drama,Drabet,good,100,6.7
2005,"Comedy, Drama, Sport",Game 6,okay,87,5.8
2005,Drama,Gönül Yarasi,good,142,7.8
2005,"Comedy, Fantasy",El hasa el sabaa,okay,110,5.9
2005,"Comedy, Drama, Fantasy",Just Like Heaven,good,95,6.7
2005,"Drama, Mystery",The Fine Art of Love: Mine Ha-Ha,okay,102,5.5
2005,"Drama, Comedy, Music",Almost Heaven,okay,102,5.7
2005,"Horror, Thriller",Long Distance,okay,90,5.2
2005,Drama,Malek wa ketaba,okay,120,6.0
2005,"Drama, Thriller",Mary,okay,83,5.8
2005,Drama,Niagara Motel,okay,88,5.8
2005,"Comedy, Romance",Nynne,okay,94,5.6
2005,"Comedy, Drama",Pardon,good,94,8.2
2005,"Crime, Drama, Thriller",Pusher III,good,90,7.3
2005,"Drama, Thriller",Runaway,good,80,6.6
2005,Comedy,Sans Kapiyi Kirinca,good,107,6.2
2005,"Comedy, Romance",Den store dag,okay,95,5.4
2005,Comedy,La suerte está echada,good,97,7.1
2005,"Drama, Romance",Touched,okay,90,5.8
2005,"Drama, Thriller","Sorry, Haters",good,83,6.2
2005,Drama,You Are Alone,good,84,6.3
2005,"Adventure, Family, Fantasy",Yôkai daisensô,good,124,6.4
2005,"Action, Drama, History",American Soldiers,,103,3.3
2005,Drama,Familia,good,102,7.1
2005,"Mystery, Thriller",De indringer,good,109,6.8
2005,"Action, Comedy",Kész cirkusz,okay,74,5.9
2005,Drama,O Veneno da Madrugada,okay,118,5.8
2005,Comedy,Un rey en La Habana,okay,102,5.5
2005,Drama,Riviera,okay,94,4.9
2005,"Drama, Romance",Segundo asalto,okay,104,5.9
2005,"Drama, Adventure",Short Order,good,100,6.5
2005,Comedy,La cloche a sonné,okay,95,4.6
2005,"Horror, Sci-Fi, Thriller",Alien Abduction,bad,96,2.5
2005,"Action, Comedy, Horror",Feast,good,95,6.3
2005,"Comedy, Drama, War",Go West,good,97,6.6
2005,"Comedy, Family, Romance",Popstar,bad,94,2.6
2005,"Musical, Horror",Song of the Dead,okay,96,4.7
2005,"Biography, Crime, Drama",Sophie Scholl - Die letzten Tage,good,120,7.6
2005,"Comedy, Crime, Drama",In the Mix,bad,95,2.8
2005,"Crime, Thriller",Venice Underground,,93,3.2
2005,"Biography, Drama, Music",Stoned,okay,102,5.8
2005,Fantasy,Apocalypse and the Beauty Queen,bad,95,2.7
2005,"Comedy, Drama",Blízko nebe,okay,96,4.7
2005,"Biography, Drama",Cavalcade,okay,90,4.6
2005,Drama,Cayo,good,112,6.3
2005,Drama,Egreti gelin,good,100,6.2
2005,Comedy,Erkan & Stefan in Der Tod kommt krass,okay,97,4.3
2005,Comedy,Hababam Sinifi Askerde,,112,3.0
2005,Drama,El método,good,115,7.2
2005,"Horror, Thriller",Neighborhood Watch,okay,92,5.1
2005,Drama,Perception,okay,101,4.7
2005,"Horror, Music, Sci-Fi",Studio 666,,76,3.0
2005,"Comedy, Drama",Slunecní stát aneb hrdinové delnické trídy,good,95,6.7
2005,Thriller,Stillwater,okay,90,4.2
2005,"Comedy, Drama, Romance",Strákarnir okkar,okay,85,5.0
2005,Drama,Trip Out,okay,93,4.8
2005,"Drama, War",Lupaus,good,112,6.4
2005,Comedy,Teberik Sanssiz,bad,100,1.8
2005,"Comedy, Drama",Thank You for Smoking,good,92,7.6
2005,"Action, Crime, Drama",Tom yum goong,good,111,7.1
2005,"Comedy, Drama",Tommys Inferno,okay,95,5.4
2005,"Comedy, Drama, Romance",Trust the Man,okay,103,5.7
2005,"Drama, Romance",Sweet Land,good,110,7.1
2005,"Drama, Horror, Mystery",Haunted Boat,bad,97,2.2
2005,"Horror, Thriller",All Souls Day: Dia de los Muertos,,88,3.7
2005,Horror,Venom,okay,87,4.6
2005,Drama,Big River,good,104,6.2
2005,Drama,Un Buda,good,115,6.7
2005,Comedy,Camping à la ferme,okay,92,5.4
2005,Thriller,Cavite,good,80,6.2
2005,"Horror, Sci-Fi, Thriller",Severed,okay,93,4.6
2005,"Comedy, Musical, Romance",Crustacés & coquillages,good,96,6.6
2005,Comedy,Le démon de midi,okay,90,4.6
2005,Comedy,Les enfants,okay,88,5.8
2005,Drama,La fiesta del Chivo,good,132,6.4
2005,Thriller,Fluerne på væggen,okay,92,5.5
2005,Drama,Guernsey,good,90,6.1
2005,"Biography, Comedy, Romance",I Am a Sex Addict,okay,98,6.0
2005,Comedy,Il était une fois dans l'oued,okay,93,4.8
2005,Drama,Fremde Haut,good,97,7.0
2005,Drama,Miss Montigny,good,100,6.3
2005,"Drama, Mystery",La moustache,good,87,6.7
2005,"Comedy, Drama",Papa,good,80,6.5
2005,"Comedy, Crime",Les parrains,okay,99,5.7
2005,Drama,La petite Jérusalem,good,96,6.6
2005,"Drama, Thriller",Edy,okay,101,5.6
2005,"Comedy, Drama",Saint-Jacques... La Mecque,good,110,6.4
2005,"Action, Adventure, Fantasy",Qi jian,good,153,6.2
2005,Comedy,Siegfried,,89,3.6
2005,Drama,Tara Road,okay,97,6.0
2005,"Crime, Drama, Romance",The Tenants,okay,93,5.2
2005,"Comedy, Drama",The Thing About My Folks,good,96,6.5
2005,"Comedy, Romance",Un fil à la patte,okay,79,5.3
2005,Comedy,La vie est à nous!,okay,100,4.7
2005,"Comedy, Drama, Sport",Virgil,good,93,6.5
2005,"Comedy, Drama",Voici venu le temps,okay,92,5.3
2005,Drama,50 Ways of Saying Fabulous,okay,90,5.6
2005,"Drama, History, Horror",An American Haunting,okay,83,5.1
2005,"Crime, Drama, Thriller",The Business,good,97,6.7
2005,"Comedy, Romance",O Casamento de Romeu e Julieta,good,90,6.2
2005,"Comedy, Musical",The Clan,,95,3.6
2005,Drama,Cuore sacro,good,120,6.4
2005,"Comedy, Drama, Romance",Der Fischer und seine Frau,good,100,6.2
2005,"Action, Crime, Drama",Four Brothers,good,109,6.8
2005,Drama,L'enfer,good,102,6.8
2005,Horror,It Waits,okay,88,4.0
2005,"Drama, Romance",Johan,okay,90,6.0
2005,"Adventure, Crime, Drama",Joyride,okay,87,4.9
2005,"Action, Drama, War",Pervyy posle Boga,okay,99,5.5
2005,"Biography, Crime, Drama",Get Rich or Die Tryin',okay,117,5.3
2005,Comedy,El penalti más largo del mundo,okay,100,5.3
2005,Drama,Provincia meccanica,okay,107,5.4
2005,"Drama, Romance",The Secret Life of Words,good,115,7.5
2005,Comedy,Udayananu Tharam,good,162,7.9
2005,Drama,Aurore,good,115,7.4
2005,Drama,Berkeley,okay,88,5.0
2005,"Comedy, Romance",The Best Man,okay,96,6.0
2005,Drama,Eve and the Fire Horse,good,92,6.9
2005,"Comedy, Drama",Im Schwitzkasten,okay,95,5.9
2005,"Romance, Drama",Jogo Subterrâneo,good,109,6.8
2005,"Biography, Drama, History",Joseph Smith: Prophet of the Restoration,good,60,7.8
2005,"Adventure, Comedy, Drama",Lassie,good,100,6.7
2005,"Family, Adventure",Der Schatz der weißen Falken,good,92,6.9
2005,"Crime, Mystery, Thriller",Steget efter,good,101,6.1
2005,"Action, Adventure, Comedy",Stinger,bad,97,1.9
2005,Comedy,L'uomo perfetto,good,95,6.1
2005,Drama,Les âmes grises,good,106,6.3
2005,Drama,Árido Movie,good,100,6.8
2005,Action,Azumi 2: Death or Love,good,108,6.3
2005,Comedy,Foon,,82,3.8
2005,"Action, Comedy, Drama",Andarivaadu,okay,162,4.3
2005,Comedy,Il ne faut jurer... de rien!,okay,101,5.6
2005,Drama,Mistrz,good,117,6.4
2005,Drama,Oculto,good,125,6.1
2005,Drama,Peindre ou faire l'amour,good,100,6.1
2005,"Crime, Drama",Le petit lieutenant,good,110,7.0
2005,"Comedy, Drama, Horror",Puppy,good,95,6.3
2005,Comedy,Román pro zeny,okay,100,5.8
2005,"Comedy, Drama, Family",Sandor slash Ida,okay,93,5.1
2005,"Action, Crime, Drama",Sarkar,good,124,7.6
2005,"Action, Drama",Bunny,okay,139,5.7
2005,"Drama, Music",Brothers of the Head,good,93,6.4
2005,"Action, Crime, Drama",The Cutter,okay,92,4.9
2005,Horror,The Fog,,100,3.7
2005,"Drama, Family",Die Höhle des gelben Hundes,good,93,7.6
2005,"Horror, Mystery",Saw II,good,93,6.6
2005,"Comedy, Romance, Drama",Rag Tale,,123,3.9
2005,"Drama, Thriller",Mørke,good,124,6.8
2005,Drama,Otros días vendrán,good,104,6.4
2005,Comedy,Papá se volvió loco,,90,3.5
2005,"Drama, Thriller","Quo Vadis, Baby?",good,102,6.2
2005,Comedy,Looking for Comedy in the Muslim World,okay,98,5.4
2005,"Action, Drama",Gonggongui jeog 2,okay,148,6.0
2005,Horror,Dark Remains,okay,91,4.9
2005,"Biography, Drama, History","Good Night, and Good Luck.",good,93,7.4
2005,"Action, Crime, Drama",Harsh Times,good,116,6.9
2005,"Comedy, Romance",Just Friends,good,96,6.2
2005,"Drama, History",Parzania,good,116,7.7
2005,Horror,Wild Country,okay,67,4.3
2005,"Drama, Romance",Paper Moon Affair,okay,82,5.5
2005,Thriller,Ausentes,okay,91,4.9
2005,Drama,A golpes,okay,113,4.5
2005,"Crime, Drama, Thriller",Hak se wui,good,101,7.1
2005,Drama,Hormigas en la boca,okay,92,5.9
2005,"Comedy, Drama, Music",Kinky Boots,good,107,7.1
2005,"Comedy, Drama, Mystery",Lucid,good,92,6.5
2005,"Comedy, Drama, Romance",La maldición del padre Cardona,,106,3.7
2005,"Romance, Drama",O dve slabiky pozadu,good,90,7.1
2005,Drama,Princesas,good,113,7.0
2005,"Comedy, Romance",Reinas,good,107,6.5
2005,Drama,Snow White,okay,111,5.8
2005,"Comedy, Drama",Tapas,good,94,6.7
2005,"Action, Drama, Sci-Fi",V for Vendetta,good,132,8.2
2005,"Comedy, Music, Romance",Undiscovered,okay,97,4.3
2005,Comedy,Gentille,okay,102,6.0
2005,"Action, Comedy",Jing mo gaa ting,good,102,6.1
2005,Drama,La neuvaine,good,97,7.5
2005,Drama,Se Arrienda,good,109,6.7
2005,"Drama, Romance",Gabrielle,good,90,6.2
2005,"Drama, Romance",3° kälter,okay,104,5.7
2005,"Adventure, Family, History",The Adventures of Greyfriars Bobby,good,104,6.1
2005,"Comedy, Drama, Romance",Conversations with Other Women,good,84,7.0
2005,"Adventure, Horror, Thrille",The Descent,good,99,7.2
2005,Horror,Demon Hunter,okay,78,4.3
2005,"Drama, Romance",English as a Second Language,good,105,7.0
2005,Horror,KatieBird *Certifiable Crazy Person,okay,100,4.4
2005,"Comedy, Fantasy, Horror",The League of Gentlemen's Apocalypse,good,91,6.1
2005,"Action, Drama, Thriller",The Mechanik,okay,94,5.6
2005,"Action, Drama",The Rain Makers,,93,3.8
2005,"Drama, Music",Backstage,okay,115,5.9
2005,Comedy,Carpool Guy,okay,119,5.1
2005,"Comedy, Drama",Cicatrices,okay,105,4.1
2005,"Comedy, Drama",Dura,good,95,6.6
2005,"Comedy, Drama",Ellie Parker,okay,95,5.7
2005,Drama,Gas,good,112,6.2
2005,Horror,Ghost of Mae Nak,okay,101,5.1
2005,"Adventure, Family, Fantasy",De griezelbus,okay,96,5.4
2005,Drama,Heroína,okay,100,5.7
2005,Comedy,High School Record,good,89,6.1
2005,"Drama, Romance",Je ne suis pas là pour être aimé,good,93,7.2
2005,"Action, Comedy",Jo Bole So Nihaal,,125,3.5
2005,"Comedy, Romance","Love, Ludlow",good,86,6.5
2005,"Comedy, Romance",Ma vie en l'air,good,103,6.8
2005,"Comedy, Drama",The Motel,good,75,6.7
2005,"Drama, Romance",Noksaek uija,good,98,6.2
2005,"Comedy, Drama, Romance",The Puffy Chair,good,85,6.5
2005,Animation,Le roman de Renart,okay,90,5.0
2005,"Comedy, Drama",The Salon,okay,90,4.1
2005,Comedy,La vie de Michel Muller est plus belle que la vôtre,okay,90,4.6
2005,"Drama, Romance",Die weiße Massai,good,131,6.5
2005,"Adventure, Drama","Zaïna, cavalière de l'Atlas",okay,100,5.6
2005,"Comedy, Adventure, Drama",Zoop in Afrika,okay,85,5.0
2005,"Action, Crime",Balu,okay,169,6.0
2005,"Thriller, Horror",Headhunter,okay,90,4.6
2005,Comedy,Horloge biologique,good,100,7.1
2005,"Drama, History, Musical",Kaksipäisen kotkan varjossa,,113,3.1
2005,"Mystery, Thriller",Khamoshh... Khauff Ki Raat,,123,3.3
2005,"Drama, Musical, Romance",Parineeta,good,130,7.2
2005,Drama,Qian li zou dan qi,good,107,7.3
2005,"Drama, Horror",The Path of Evil,,113,3.6
2005,"Comedy, Drama, Romance",Side Effects,okay,90,4.9
2005,Comedy,...e se domani,okay,90,6.0
2005,Drama,Ultranova,good,84,6.4
2005,"Drama, War",La trahison,good,80,6.6
2005,"Action, Crime, Drama",Insan,okay,141,4.6
2005,Drama,Kalpurush,good,120,6.9
2005,Drama,Silsiilay,okay,134,4.1
2005,"Comedy, Drama",These Girls,okay,92,5.5
2005,"Comedy, Drama, Fantasy",Four Eyed Monsters,good,85,6.2
2005,"Drama, Family",Heidi,good,104,6.5
2005,Drama,Kita no zeronen,good,170,6.5
2005,"Drama, Romance",Private Moments,,85,3.6
2005,Western,Three Bad Men,bad,90,2.8
